Saison,Journée,Equipe 1,Equipe 2,Lieu,Buts Equipe 1,Buts Equipe 2,Résultat,Classement Equipe 1,Classement Equipe 2,Moyenne_BM par 1,Moyenne_BM par 2,Moyenne_BM par 1 selon Lieu,Moyenne_BM par 2 selon Lieu,Moyenne_BE par 1,Moyenne_BE par 2,Moyenne_BE par 1 selon Lieu,Moyenne_BE par 2 selon Lieu,Forme 1,Forme 2,Historique
2002-2003,10,PSG,Guingamp,Domicile,5,0,1,6,11,1.2222222222222223,1.5555555555555556,1.6,1.5,0.7777777777777778,1.2222222222222223,0.8,1.25,0.0,-1.0,0
2002-2003,11,PSG,Troyes,Extérieur,2,1,1,3,19,1.6,0.5,0.75,0.8,0.7,1.2,0.75,1.6,1.0,-3.0,0
2002-2003,12,PSG,Marseille,Domicile,3,0,1,3,4,1.6363636363636365,1.2727272727272727,2.1666666666666665,1.4,0.7272727272727273,1.0909090909090908,0.6666666666666666,1.4,3.0,3.0,0
2002-2003,13,PSG,Sedan Ardennes,Extérieur,1,3,-1,2,15,1.75,1.1666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.5833333333333333,0.8,1.0,3.0,0.0,0
2002-2003,14,PSG,Sochaux,Domicile,1,1,0,2,6,1.6923076923076923,1.2307692307692308,2.2857142857142856,0.5714285714285714,0.8461538461538461,0.7692307692307693,0.5714285714285714,0.8571428571428571,2.0,1.0,0
2002-2003,15,PSG,Lens,Extérieur,2,3,-1,3,8,1.6428571428571428,0.9285714285714286,1.0,1.1666666666666667,0.8571428571428571,0.7142857142857143,1.1666666666666667,0.5,2.0,1.0,0
2002-2003,16,PSG,Nantes,Domicile,0,1,-1,4,13,1.6666666666666667,1.0666666666666667,2.125,0.875,1.0,1.1333333333333333,0.625,1.25,0.0,2.0,0
2002-2003,17,PSG,Monaco,Extérieur,1,3,-1,7,10,1.5625,1.375,1.1428571428571428,1.4285714285714286,1.0,1.0625,1.4285714285714286,1.0,-2.0,-1.0,0
2002-2003,18,PSG,Lyon,Domicile,2,0,1,10,1,1.5294117647058822,2.0,1.8888888888888888,1.2222222222222223,1.1176470588235294,1.2352941176470589,0.6666666666666666,1.2222222222222223,-4.0,2.0,0
2002-2003,19,PSG,Rennais,Extérieur,0,1,-1,7,17,1.5555555555555556,0.9444444444444444,1.125,1.125,1.0555555555555556,1.2222222222222223,1.625,0.875,-2.0,1.0,0
2002-2003,20,PSG,Bordeaux,Domicile,1,1,0,10,11,1.4736842105263157,1.1578947368421053,1.9,0.8,1.0526315789473684,0.9473684210526315,0.6,1.2,-3.0,-1.0,0
2002-2003,21,PSG,Ajaccio,Extérieur,0,0,0,8,18,1.45,0.8,1.0,0.6666666666666666,1.05,1.35,1.5555555555555556,0.8888888888888888,-2.0,-4.0,0
2002-2003,22,PSG,Le Havre,Domicile,1,0,1,10,17,1.380952380952381,0.7142857142857143,1.8181818181818181,0.7272727272727273,1.0,1.1904761904761905,0.6363636363636364,1.2727272727272727,-1.0,0.0,1
2002-2003,23,PSG,Nice,Extérieur,0,0,0,8,2,1.3636363636363635,1.2727272727272727,0.9,1.6363636363636365,0.9545454545454546,0.7272727272727273,1.4,0.2727272727272727,1.0,1.0,0
2002-2003,24,PSG,Lille,Domicile,1,0,1,10,14,1.3043478260869565,0.8695652173913043,1.75,0.6363636363636364,0.9130434782608695,1.2608695652173914,0.5833333333333334,1.4545454545454546,0.0,-2.0,-1
2002-2003,25,PSG,Strasbourg,Extérieur,1,0,1,8,13,1.2916666666666667,1.125,0.8181818181818182,1.4166666666666667,0.875,1.4166666666666667,1.2727272727272727,1.0,2.0,0.0,1
2002-2003,26,PSG,Bastia,Extérieur,0,1,-1,8,10,1.28,1.08,0.8333333333333334,1.6153846153846154,0.84,1.16,1.1666666666666667,0.7692307692307693,3.0,3.0,0
2002-2003,27,PSG,Montpellier,Domicile,1,3,-1,8,20,1.2307692307692308,0.8076923076923077,1.6923076923076923,0.5833333333333334,0.8461538461538461,1.3846153846153846,0.5384615384615384,1.8333333333333333,2.0,-2.0,0
2002-2003,28,PSG,Guingamp,Extérieur,2,3,-1,10,12,1.2222222222222223,1.3703703703703705,0.7692307692307693,1.4285714285714286,0.9259259259259259,1.4074074074074074,1.1538461538461537,0.9285714285714286,0.0,-3.0,1
2002-2003,29,PSG,Troyes,Domicile,4,2,1,12,19,1.25,0.6428571428571429,1.6428571428571428,0.3076923076923077,1.0,0.9285714285714286,0.7142857142857143,0.9230769230769231,-1.0,0.0,1
2002-2003,30,PSG,Marseille,Extérieur,3,0,1,9,2,1.3448275862068966,1.103448275862069,0.8571428571428571,1.3333333333333333,1.0344827586206897,0.7931034482758621,1.2857142857142858,0.4,-1.0,2.0,1
2002-2003,31,PSG,Sedan Ardennes,Domicile,2,0,1,9,18,1.4,1.0333333333333334,1.8,0.6428571428571429,1.0,1.5666666666666667,0.8,2.2142857142857144,-1.0,-3.0,-1
2002-2003,32,PSG,Sochaux,Extérieur,0,0,0,7,5,1.4193548387096775,1.1290322580645162,1.0,1.5333333333333334,0.967741935483871,0.9032258064516129,1.2,0.4666666666666667,1.0,1.0,0
2002-2003,33,PSG,Lens,Domicile,0,1,-1,8,11,1.375,1.125,1.8125,0.625,0.9375,0.875,0.75,0.8125,2.0,1.0,-1
2002-2003,34,PSG,Nantes,Extérieur,1,1,0,9,7,1.3333333333333333,1.0606060606060606,0.9375,1.4375,0.9393939393939394,0.9393939393939394,1.125,0.8125,2.0,1.0,-1
2002-2003,35,PSG,Monaco,Domicile,2,1,1,9,1,1.3235294117647058,1.6176470588235294,1.7058823529411764,1.588235294117647,0.9411764705882353,0.7941176470588235,0.7647058823529411,0.8823529411764706,1.0,1.0,-1
2002-2003,36,PSG,Lyon,Extérieur,0,1,-1,8,1,1.3428571428571427,1.7142857142857142,0.9411764705882353,2.235294117647059,0.9428571428571428,1.0285714285714285,1.1176470588235294,0.8823529411764706,1.0,4.0,1
2002-2003,37,PSG,Rennais,Domicile,0,0,0,9,17,1.3055555555555556,0.8888888888888888,1.7222222222222223,0.6111111111111112,0.9444444444444444,1.2222222222222223,0.7777777777777778,1.3888888888888888,-1.0,-2.0,-1
2002-2003,38,PSG,Auxerre,Extérieur,0,2,-1,9,6,1.2702702702702702,0.972972972972973,0.8888888888888888,0.9444444444444444,0.918918918918919,0.7837837837837838,1.1111111111111112,0.4444444444444444,-1.0,2.0,1
2002-2003,1,Rennais,Montpellier,Extérieur,0,1,-1,,,,,,,,,,,,,0
2002-2003,2,Rennais,Troyes,Domicile,0,0,0,16,20,0.0,0.0,,,1.0,4.0,,,-1.0,-1.0,0
2002-2003,3,Rennais,Guingamp,Extérieur,0,3,-1,15,4,0.0,2.5,0.0,3.0,0.5,1.5,1.0,3.0,-1.0,1.0,0
2002-2003,4,Rennais,Marseille,Domicile,1,3,-1,17,12,0.0,0.6666666666666666,0.0,1.0,1.3333333333333333,1.0,0.0,0.0,-2.0,0.0,0
2002-2003,5,Rennais,Bastia,Extérieur,1,3,-1,19,15,0.25,0.75,0.0,1.0,1.75,1.5,2.0,0.5,-3.0,-1.0,0
2002-2003,6,Rennais,Sochaux,Domicile,2,2,0,20,8,0.4,1.4,0.5,0.3333333333333333,2.0,1.0,1.5,0.6666666666666666,-4.0,1.0,0
2002-2003,7,Rennais,Lens,Extérieur,0,1,-1,20,8,0.6666666666666666,1.0,0.3333333333333333,1.0,2.0,0.8333333333333334,2.3333333333333335,0.5,-3.0,1.0,0
2002-2003,8,Rennais,Nantes,Domicile,1,0,1,20,11,0.5714285714285714,1.2857142857142858,1.0,1.25,1.8571428571428572,1.2857142857142858,1.6666666666666667,1.75,-4.0,-2.0,0
2002-2003,9,Rennais,Monaco,Extérieur,1,2,-1,20,5,0.625,1.5,0.25,1.0,1.625,0.875,2.0,0.6666666666666666,-2.0,2.0,0
2002-2003,10,Rennais,Lyon,Domicile,0,1,-1,20,10,0.6666666666666666,2.0,1.0,1.2,1.6666666666666667,1.4444444444444444,1.25,1.6,-2.0,-2.0,0
2002-2003,11,Rennais,Sedan Ardennes,Extérieur,3,1,1,20,15,0.6,1.2,0.4,1.4,1.6,1.6,2.0,0.6,-2.0,0.0,0
2002-2003,12,Rennais,Auxerre,Extérieur,0,1,-1,19,2,0.8181818181818182,1.4545454545454546,0.8333333333333334,1.8,1.5454545454545454,0.9090909090909091,1.8333333333333333,0.6,-1.0,1.0,0
2002-2003,13,Rennais,Ajaccio,Domicile,0,0,0,20,14,0.75,0.75,0.8,1.1666666666666667,1.5,1.0833333333333333,1.2,1.5,-1.0,-2.0,0
2002-2003,14,Rennais,Bordeaux,Extérieur,0,2,-1,19,11,0.6923076923076923,1.0,0.7142857142857143,1.1666666666666667,1.3846153846153846,0.9230769230769231,1.7142857142857142,1.0,-2.0,-2.0,0
2002-2003,15,Rennais,Le Havre,Domicile,0,0,0,20,18,0.6428571428571429,0.7857142857142857,0.6666666666666666,0.8571428571428571,1.4285714285714286,1.4285714285714286,1.0,1.5714285714285714,-2.0,-1.0,0
2002-2003,16,Rennais,Nice,Extérieur,0,0,0,20,1,0.6,1.4,0.625,1.625,1.3333333333333333,0.4666666666666667,1.75,0.375,-1.0,2.0,0
2002-2003,17,Rennais,Lille,Domicile,5,1,1,20,12,0.5625,0.875,0.5714285714285714,0.5714285714285714,1.25,0.9375,0.8571428571428571,0.7142857142857143,-2.0,1.0,0
2002-2003,18,Rennais,Strasbourg,Extérieur,3,1,1,20,9,0.8235294117647058,1.2941176470588236,0.5555555555555556,1.6666666666666667,1.2352941176470589,1.588235294117647,1.5555555555555556,0.8888888888888888,0.0,-1.0,0
2002-2003,19,Rennais,PSG,Domicile,1,0,1,17,7,0.9444444444444444,1.5555555555555556,1.125,1.125,1.2222222222222223,1.0555555555555556,0.875,1.625,1.0,-2.0,0
2002-2003,20,Rennais,Troyes,Extérieur,1,0,1,16,19,0.9473684210526315,0.7368421052631579,0.8,1.0,1.1578947368421053,1.105263157894737,1.5,1.2,3.0,-1.0,0
2002-2003,21,Rennais,Guingamp,Domicile,2,1,1,15,3,0.95,1.55,1.1111111111111112,1.4444444444444444,1.1,1.2,0.7777777777777778,1.6666666666666667,4.0,3.0,-1
2002-2003,22,Rennais,Marseille,Extérieur,0,2,-1,14,5,1.0,1.0,0.8181818181818182,1.0909090909090908,1.0952380952380953,0.9523809523809523,1.3636363636363635,0.5454545454545454,5.0,0.0,-1
2002-2003,23,Rennais,Bastia,Domicile,0,1,-1,15,13,0.9545454545454546,1.0454545454545454,1.2,0.4,1.1363636363636365,1.2727272727272727,0.8,1.8,3.0,0.0,-1
2002-2003,24,Rennais,Sochaux,Extérieur,0,1,-1,15,5,0.9130434782608695,1.0869565217391304,0.75,1.6363636363636365,1.1304347826086956,0.782608695652174,1.4166666666666667,0.36363636363636365,1.0,2.0,0
2002-2003,25,Rennais,Lens,Domicile,1,1,0,16,12,0.875,1.0416666666666667,1.0909090909090908,0.5833333333333334,1.125,0.9583333333333334,0.8181818181818182,1.0,-1.0,-1.0,-1
2002-2003,26,Rennais,Nantes,Extérieur,0,1,-1,16,9,0.88,1.12,0.6923076923076923,1.5,1.12,1.12,1.3846153846153846,1.0833333333333333,-2.0,0.0,1
2002-2003,27,Rennais,Monaco,Domicile,0,0,0,17,2,0.8461538461538461,1.5384615384615385,1.0833333333333333,1.3076923076923077,1.1153846153846154,0.8076923076923077,0.8333333333333334,0.9230769230769231,-4.0,3.0,-1
2002-2003,28,Rennais,Lyon,Extérieur,1,4,-1,16,5,0.8148148148148148,1.5925925925925926,0.6428571428571429,2.230769230769231,1.0740740740740742,1.1851851851851851,1.3571428571428572,0.9230769230769231,-3.0,0.0,-1
2002-2003,29,Rennais,Sedan Ardennes,Domicile,1,0,1,16,18,0.8214285714285714,1.0357142857142858,1.0,0.6923076923076923,1.1785714285714286,1.6428571428571428,0.7692307692307693,2.3076923076923075,-3.0,-3.0,1
2002-2003,30,Rennais,Auxerre,Domicile,0,0,0,15,5,0.8275862068965517,1.0689655172413792,1.0,1.0666666666666667,1.1379310344827587,0.9310344827586207,0.7142857142857143,1.2666666666666666,-1.0,-1.0,-1
2002-2003,31,Rennais,Ajaccio,Extérieur,0,1,-1,15,19,0.8,0.7333333333333333,0.6666666666666666,0.5714285714285714,1.1,1.2,1.5333333333333334,0.7857142857142857,-1.0,-3.0,0
2002-2003,32,Rennais,Bordeaux,Domicile,3,4,-1,16,4,0.7741935483870968,1.3548387096774193,0.9333333333333333,1.0,1.096774193548387,0.9354838709677419,0.6666666666666666,1.0625,-1.0,2.0,-1
2002-2003,33,Rennais,Le Havre,Extérieur,1,0,1,17,14,0.84375,0.75,0.625,0.8666666666666667,1.1875,1.1875,1.5,1.0,-2.0,-3.0,0
2002-2003,34,Rennais,Nice,Domicile,2,2,0,14,6,0.8484848484848485,1.0606060606060606,1.0625,0.75,1.1515151515151516,0.7272727272727273,0.875,1.0625,0.0,1.0,0
2002-2003,35,Rennais,Lille,Extérieur,0,1,-1,14,16,0.8823529411764706,0.7647058823529411,0.6470588235294118,1.0,1.1764705882352942,1.2352941176470589,1.411764705882353,1.1176470588235294,-1.0,-1.0,1
2002-2003,36,Rennais,Strasbourg,Domicile,2,3,-1,16,13,0.8571428571428571,1.0285714285714285,1.1176470588235294,0.7647058823529411,1.1714285714285715,1.4285714285714286,0.9411764705882353,1.7058823529411764,-2.0,-2.0,1
2002-2003,37,Rennais,PSG,Extérieur,0,0,0,17,9,0.8888888888888888,1.3055555555555556,0.6111111111111112,1.7222222222222223,1.2222222222222223,0.9444444444444444,1.3888888888888888,0.7777777777777778,-2.0,-1.0,1
2002-2003,38,Rennais,Montpellier,Domicile,3,1,1,17,15,0.8648648648648649,0.972972972972973,1.1666666666666667,0.9444444444444444,1.1891891891891893,1.3783783783783783,1.0555555555555556,1.7777777777777777,-1.0,0.0,-1
2002-2003,1,Sedan Ardennes,Sochaux,Domicile,0,0,0,,,,,,,,,,,,,0
2002-2003,2,Sedan Ardennes,Lyon,Extérieur,1,6,-1,13,7,0.0,3.0,,,0.0,3.0,,,0.0,0.0,0
2002-2003,3,Sedan Ardennes,Lens,Domicile,0,1,-1,20,12,0.5,1.0,0.0,1.0,3.0,1.0,0.0,1.0,-1.0,0.0,0
2002-2003,4,Sedan Ardennes,Ajaccio,Extérieur,0,1,-1,19,15,0.3333333333333333,1.0,1.0,0.0,2.3333333333333335,1.6666666666666667,6.0,2.0,-2.0,-1.0,0
2002-2003,5,Sedan Ardennes,Nantes,Domicile,1,0,1,20,7,0.25,1.75,0.0,2.0,2.0,1.5,0.5,2.0,-3.0,1.0,0
2002-2003,6,Sedan Ardennes,Strasbourg,Extérieur,1,1,0,18,14,0.4,1.2,0.5,1.3333333333333333,1.6,1.8,3.5,1.3333333333333333,-2.0,0.0,0
2002-2003,7,Sedan Ardennes,Monaco,Domicile,2,2,0,19,6,0.5,1.1666666666666667,0.3333333333333333,1.3333333333333333,1.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,-2.0,-1.0,0
2002-2003,8,Sedan Ardennes,Auxerre,Extérieur,1,3,-1,18,2,0.7142857142857143,1.1428571428571428,0.6666666666666666,1.6666666666666667,1.5714285714285714,0.5714285714285714,2.6666666666666665,0.3333333333333333,-1.0,3.0,0
2002-2003,9,Sedan Ardennes,Le Havre,Domicile,4,0,1,19,17,0.75,0.75,0.75,1.0,1.75,1.125,0.75,0.75,-1.0,-3.0,0
2002-2003,10,Sedan Ardennes,Bordeaux,Extérieur,2,2,0,16,7,1.1111111111111112,1.0,0.75,0.75,1.5555555555555556,0.6666666666666666,2.75,0.5,1.0,0.0,0
2002-2003,11,Sedan Ardennes,Rennais,Domicile,1,3,-1,15,20,1.2,0.6,1.4,0.4,1.6,1.6,0.6,2.0,0.0,-2.0,0
2002-2003,12,Sedan Ardennes,Guingamp,Extérieur,1,0,1,16,11,1.1818181818181819,1.5454545454545454,1.0,1.8333333333333333,1.7272727272727273,1.5454545454545454,2.6,1.1666666666666667,-1.0,-2.0,0
2002-2003,13,Sedan Ardennes,PSG,Domicile,3,1,1,15,2,1.1666666666666667,1.75,1.3333333333333333,1.0,1.5833333333333333,0.6666666666666666,1.0,0.8,0.0,3.0,0
2002-2003,14,Sedan Ardennes,Montpellier,Extérieur,0,2,-1,14,18,1.3076923076923077,0.6923076923076923,1.0,0.7142857142857143,1.5384615384615385,1.3846153846153846,2.1666666666666665,0.8571428571428571,2.0,-3.0,0
2002-2003,15,Sedan Ardennes,Lille,Domicile,0,1,-1,16,12,1.2142857142857142,0.7857142857142857,1.5714285714285714,0.5,1.5714285714285714,1.0,1.0,0.8333333333333334,0.0,0.0,0
2002-2003,16,Sedan Ardennes,Troyes,Extérieur,0,2,-1,16,19,1.1333333333333333,0.7333333333333333,0.8571428571428571,1.0,1.5333333333333334,1.2,2.142857142857143,1.5,-1.0,-1.0,0
2002-2003,17,Sedan Ardennes,Nice,Domicile,3,0,1,16,1,1.0625,1.3125,1.375,1.1428571428571428,1.5625,0.4375,1.0,0.5714285714285714,-1.0,2.0,0
2002-2003,18,Sedan Ardennes,Bastia,Extérieur,1,0,1,15,14,1.1764705882352942,1.0588235294117647,0.75,1.5555555555555556,1.4705882352941178,1.411764705882353,2.125,0.8888888888888888,-1.0,0.0,0
2002-2003,19,Sedan Ardennes,Marseille,Domicile,1,2,-1,14,5,1.1666666666666667,1.0,1.5555555555555556,0.875,1.3888888888888888,0.9444444444444444,0.8888888888888888,1.5,-1.0,1.0,0
2002-2003,20,Sedan Ardennes,Lyon,Domicile,1,1,0,14,4,1.1578947368421053,1.8421052631578947,1.5,1.1,1.4210526315789473,1.263157894736842,1.0,1.3,-1.0,0.0,-1
2002-2003,21,Sedan Ardennes,Lens,Extérieur,0,4,-1,16,10,1.15,0.9,0.7777777777777778,1.3333333333333333,1.4,0.95,1.8888888888888888,0.8888888888888888,0.0,-2.0,-1
2002-2003,22,Sedan Ardennes,Ajaccio,Domicile,1,1,0,16,18,1.0952380952380953,0.7619047619047619,1.4545454545454546,0.9090909090909091,1.5238095238095237,1.2857142857142858,1.0,1.7272727272727273,0.0,-3.0,-1
2002-2003,23,Sedan Ardennes,Nantes,Extérieur,1,4,-1,16,11,1.0909090909090908,1.0909090909090908,0.7,1.4,1.5,1.1363636363636365,2.1,1.0,-1.0,-1.0,1
2002-2003,24,Sedan Ardennes,Strasbourg,Domicile,2,1,1,16,12,1.0869565217391304,1.1304347826086956,1.4166666666666667,0.8181818181818182,1.608695652173913,1.391304347826087,1.0,1.8181818181818181,-3.0,1.0,0
2002-2003,25,Sedan Ardennes,Monaco,Extérieur,0,3,-1,15,5,1.125,1.4583333333333333,0.7272727272727273,1.6363636363636365,1.5833333333333333,0.875,2.272727272727273,0.8181818181818182,-1.0,1.0,0
2002-2003,26,Sedan Ardennes,Auxerre,Domicile,1,2,-1,18,1,1.08,1.08,1.4615384615384615,1.0,1.64,0.8,1.0,1.1538461538461537,-2.0,2.0,-1
2002-2003,27,Sedan Ardennes,Le Havre,Extérieur,1,2,-1,18,15,1.0769230769230769,0.7307692307692307,0.6666666666666666,0.75,1.6538461538461537,1.1153846153846154,2.3333333333333335,0.9166666666666666,-2.0,1.0,1
2002-2003,28,Sedan Ardennes,Bordeaux,Domicile,0,1,-1,18,7,1.0740740740740742,1.4074074074074074,1.4285714285714286,1.0,1.6666666666666667,1.0740740740740742,1.0714285714285714,1.2142857142857142,-3.0,2.0,0
2002-2003,29,Sedan Ardennes,Rennais,Extérieur,0,1,-1,18,16,1.0357142857142858,0.8214285714285714,0.6923076923076923,1.0,1.6428571428571428,1.1785714285714286,2.3076923076923075,0.7692307692307693,-3.0,-3.0,-1
2002-2003,30,Sedan Ardennes,Guingamp,Domicile,2,0,1,19,12,1.0,1.3793103448275863,1.3333333333333333,1.2142857142857142,1.6206896551724137,1.4482758620689655,1.0666666666666667,1.9285714285714286,-5.0,-1.0,1
2002-2003,31,Sedan Ardennes,PSG,Extérieur,0,2,-1,18,9,1.0333333333333334,1.4,0.6428571428571429,1.8,1.5666666666666667,1.0,2.2142857142857144,0.8,-3.0,-1.0,1
2002-2003,32,Sedan Ardennes,Montpellier,Domicile,1,2,-1,19,18,1.0,0.9354838709677419,1.375,0.8,1.5806451612903225,1.3870967741935485,1.0,1.8,-3.0,1.0,-1
2002-2003,33,Sedan Ardennes,Lille,Extérieur,0,0,0,19,16,1.0,0.8125,0.6,1.0625,1.59375,1.3125,2.2,1.1875,-3.0,-3.0,-1
2002-2003,34,Sedan Ardennes,Troyes,Domicile,4,0,1,19,20,0.9696969696969697,0.6363636363636364,1.3529411764705883,0.4375,1.5454545454545454,1.0606060606060606,1.0588235294117647,1.1875,-2.0,-3.0,-1
2002-2003,35,Sedan Ardennes,Nice,Extérieur,0,0,0,18,7,1.0588235294117647,1.088235294117647,0.5625,1.3529411764705883,1.5,0.7647058823529411,2.0625,0.4117647058823529,0.0,1.0,1
2002-2003,36,Sedan Ardennes,Bastia,Domicile,2,2,0,17,12,1.0285714285714285,1.0285714285714285,1.5,0.5882352941176471,1.457142857142857,1.2,1.0,1.588235294117647,-1.0,-3.0,1
2002-2003,37,Sedan Ardennes,Marseille,Extérieur,2,4,-1,18,3,1.0555555555555556,1.0277777777777777,0.5294117647058824,1.2222222222222223,1.4722222222222223,0.9166666666666666,1.9411764705882353,0.6666666666666666,0.0,0.0,-1
2002-2003,38,Sedan Ardennes,Sochaux,Extérieur,1,2,-1,18,5,1.0810810810810811,1.1891891891891893,0.6111111111111112,1.4444444444444444,1.5405405405405406,0.8108108108108109,2.0555555555555554,0.3888888888888889,0.0,3.0,0
2002-2003,1,Sochaux,Sedan Ardennes,Extérieur,0,0,0,,,,,,,,,,,,,0
2002-2003,2,Sochaux,Lens,Extérieur,1,1,0,13,9,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0
2002-2003,3,Sochaux,Nantes,Domicile,4,2,1,13,1,0.5,1.5,,2.0,0.5,0.0,,0.0,0.0,2.0,0
2002-2003,4,Sochaux,Monaco,Extérieur,0,1,-1,7,13,1.6666666666666667,1.3333333333333333,0.5,0.0,1.0,0.6666666666666666,0.5,1.0,1.0,-1.0,0
2002-2003,5,Sochaux,Lyon,Domicile,2,1,1,11,3,1.25,3.5,4.0,2.0,1.0,1.5,2.0,2.0,0.0,2.0,0
2002-2003,6,Sochaux,Rennais,Extérieur,2,2,0,8,20,1.4,0.4,0.3333333333333333,0.5,1.0,2.0,0.6666666666666666,1.5,1.0,-4.0,0
2002-2003,7,Sochaux,Auxerre,Domicile,1,1,0,7,2,1.5,1.1666666666666667,3.0,0.6666666666666666,1.1666666666666667,0.5,1.5,0.6666666666666666,1.0,4.0,0
2002-2003,8,Sochaux,Ajaccio,Extérieur,1,0,1,10,12,1.4285714285714286,0.8571428571428571,0.75,0.3333333333333333,1.1428571428571428,1.0,1.0,0.6666666666666666,1.0,1.0,0
2002-2003,9,Sochaux,Nice,Domicile,1,0,1,7,1,1.375,1.75,2.3333333333333335,1.3333333333333333,1.0,0.5,1.3333333333333333,0.3333333333333333,1.0,3.0,0
2002-2003,10,Sochaux,Le Havre,Extérieur,0,1,-1,5,19,1.3333333333333333,0.6666666666666666,0.8,0.5,0.8888888888888888,1.4444444444444444,0.8,1.5,3.0,-3.0,0
2002-2003,11,Sochaux,Bordeaux,Domicile,2,0,1,6,10,1.2,1.1,2.0,1.2,0.9,0.8,1.0,0.8,1.0,0.0,0
2002-2003,12,Sochaux,Lille,Extérieur,0,1,-1,5,13,1.2727272727272727,0.9090909090909091,0.6666666666666666,1.1666666666666667,0.8181818181818182,1.0909090909090908,0.8333333333333334,1.3333333333333333,2.0,1.0,0
2002-2003,13,Sochaux,Strasbourg,Domicile,2,0,1,7,8,1.1666666666666667,1.4166666666666667,2.0,1.0,0.8333333333333334,1.5833333333333333,0.8,2.2,1.0,3.0,0
2002-2003,14,Sochaux,PSG,Extérieur,1,1,0,6,2,1.2307692307692308,1.6923076923076923,0.5714285714285714,2.2857142857142856,0.7692307692307693,0.8461538461538461,0.8571428571428571,0.5714285714285714,1.0,2.0,0
2002-2003,15,Sochaux,Montpellier,Domicile,0,0,0,6,17,1.2142857142857142,0.7857142857142857,2.0,0.6666666666666666,0.7857142857142857,1.2857142857142858,0.6666666666666666,2.0,0.0,-2.0,0
2002-2003,16,Sochaux,Guingamp,Extérieur,0,2,-1,5,9,1.1333333333333333,1.4,0.625,1.375,0.7333333333333333,1.2,0.875,1.0,1.0,2.0,0
2002-2003,17,Sochaux,Troyes,Domicile,1,0,1,8,17,1.0625,0.8125,1.7142857142857142,0.42857142857142855,0.8125,1.125,0.5714285714285714,0.8571428571428571,-1.0,1.0,0
2002-2003,18,Sochaux,Marseille,Extérieur,0,1,-1,6,5,1.0588235294117647,1.0,0.5555555555555556,1.1111111111111112,0.7647058823529411,1.0,1.0,0.5555555555555556,1.0,1.0,0
2002-2003,19,Sochaux,Bastia,Domicile,2,0,1,8,15,1.0,1.0,1.625,0.5,0.7777777777777778,1.3888888888888888,0.5,2.0,-1.0,-2.0,0
2002-2003,20,Sochaux,Lens,Domicile,3,0,1,7,8,1.0526315789473684,0.9473684210526315,1.6666666666666667,0.6,0.7368421052631579,0.8421052631578947,0.4444444444444444,0.8,0.0,0.0,0
2002-2003,21,Sochaux,Nantes,Extérieur,1,0,1,6,9,1.15,1.15,0.5,1.5555555555555556,0.7,1.2,1.0,1.0,1.0,1.0,1
2002-2003,22,Sochaux,Monaco,Domicile,0,0,0,3,6,1.1428571428571428,1.5238095238095237,1.8,1.3636363636363635,0.6666666666666666,0.9523809523809523,0.4,1.0909090909090908,3.0,3.0,-1
2002-2003,23,Sochaux,Lyon,Extérieur,1,4,-1,4,5,1.0909090909090908,1.6818181818181819,0.5454545454545454,2.5,0.6363636363636364,1.2272727272727273,0.9090909090909091,1.1,2.0,-1.0,1
2002-2003,24,Sochaux,Rennais,Domicile,1,0,1,5,15,1.0869565217391304,0.9130434782608695,1.6363636363636365,0.75,0.782608695652174,1.1304347826086956,0.36363636363636365,1.4166666666666667,2.0,1.0,0
2002-2003,25,Sochaux,Auxerre,Extérieur,0,2,-1,3,4,1.0833333333333333,1.0416666666666667,0.5833333333333334,1.0909090909090908,0.75,0.8333333333333334,1.1666666666666667,0.45454545454545453,2.0,1.0,0
2002-2003,26,Sochaux,Ajaccio,Domicile,1,1,0,7,17,1.04,0.8,1.5833333333333333,0.9230769230769231,0.8,1.16,0.3333333333333333,1.5384615384615385,0.0,2.0,1
2002-2003,27,Sochaux,Nice,Extérieur,2,2,0,7,4,1.0384615384615385,1.1153846153846154,0.5384615384615384,1.4615384615384615,0.8076923076923077,0.7307692307692307,1.2307692307692308,0.23076923076923078,-1.0,-1.0,1
2002-2003,28,Sochaux,Le Havre,Domicile,1,0,1,6,14,1.0740740740740742,0.7777777777777778,1.5384615384615385,0.7142857142857143,0.8518518518518519,1.1111111111111112,0.38461538461538464,1.2857142857142858,-1.0,3.0,-1
2002-2003,29,Sochaux,Bordeaux,Extérieur,0,2,-1,5,6,1.0714285714285714,1.3928571428571428,0.6428571428571429,1.8461538461538463,0.8214285714285714,1.0357142857142858,1.2857142857142858,0.9230769230769231,1.0,2.0,1
2002-2003,30,Sochaux,Lille,Domicile,2,2,0,7,16,1.0344827586206897,0.7931034482758621,1.5,0.5,0.8620689655172413,1.3103448275862069,0.35714285714285715,1.4285714285714286,-1.0,-3.0,-1
2002-2003,31,Sochaux,Strasbourg,Extérieur,3,1,1,8,13,1.0666666666666667,1.0666666666666667,0.6,1.3333333333333333,0.9,1.3333333333333333,1.3333333333333333,0.9333333333333333,0.0,-1.0,1
